catogery,comment,content,img_link,score,title
"剧情,动作,犯罪","感谢重映英雄本色，当年的一个过气明星，一个票房毒药，一个刚刚出名的歌手创造了一个奇迹，我本身是一个荣迷很感谢大家，全程都是回忆，不断的掉泪，谢谢你们。,电影是好电影，哥哥演的必须好看，但是电影院非常差劲，电影都快开始了也没提醒检票，工作人员态度非常差，第一次来国购电影院，以后不会再来了，不想在被恶心到了",宋子豪（狄龙 饰）与Mark（周润发 饰）是一个国际伪钞集团之重要人物，也是情如手足的挚友。宋子豪之弟宋子杰（张国荣 饰）刚刚考入警官学校，其女友钟柔（朱宝意 饰）聪明敏慧，对子杰情深一片。一次，宋子豪带手下谭成（李子雄 饰）去台北与当地黑帮作伪钞交易。不料谭成早已勾结台北黑帮，出卖子豪。在一场枪战中宋子豪受伤，被闻讯而来的警察捕获入狱。Mark得知宋子豪被捕，孤身一人赴台北击毙黑帮头目，自己也身负重伤，艰难地逃离现场。与此同时，台湾黑帮唯恐子豪在狱中向警方泄密，派人至香港绑架子豪之父，混战中老父丧命。宋子豪的弟弟子杰得知兄长原为伪钞集团头目，老父为之而死，遂对子豪及黑社会恨之入骨，决心除暴安良。三年后，宋子豪出狱回到香港，决心弃暗投明，但得不到宋子杰的谅解。当年出卖宋子豪的谭成现已成为老大。他假惺惺地要求宋子豪合作，遭到拒绝，便设计加害宋子杰。宋子豪忍无可忍，联合Mark盗取谭成制造伪钞的电脑软盘，随即交给宋子杰。但同时佯称以软盘与谭成做交易，计划在交易时活捉谭成。岂料谭成早有准备，双方在码头展开枪战。这时，宋子杰也驾车赶来，激战中Mark不幸身亡。警察蜂拥而至，包围了码头。为了不连累宋子杰，宋子豪开枪击毙谭成后，从宋子杰身上取下手铐自缚，向警察自首。两兄弟终于言归于好。,http://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,.,英雄本色
"剧情,爱情,犯罪","杜可风的镜头把张先生的性感展示的淋漓尽致，哪个女仔能忘掉那一分钟！那种浪漫、坚定，眸光闪烁的眼神，经典到无以复加的独舞，能够在影院看到真是一种享受。向死而生的无脚鸟在风里睡觉吧~要记得的我永远都会记得。,Leslie 你还有多少惊喜要给我呢❤️
张国荣 张曼玉 刘嘉玲 刘德华 张学友 梁朝伟
片尾曲「是这样的」梅艳芳     
导演 王家卫
如此阵容 再无别家",1960年代的香港，因生母在阿飞旭仔（张国荣 饰）长大成人过程中的缺失，他把自己优雅地比喻为“无根鸟”，对生命中遇到的每一个女人都表现得放荡不羁，售票员苏丽珍（张曼玉 饰）和舞女咪咪（刘嘉玲 饰）先后令他感受过温暖，可是她们也只能当当小情人。为摆脱沉重和无力感，旭仔抛下一切去南洋找寻生母。暗恋过苏丽珍且目睹过她与旭仔情感一路变化的，曾是小巡警今在跑船的超仔（刘德华 饰）在菲律宾又遇到旭仔，是缘分也是宿命，他参与、见证了阿飞命运被改写的过程。,http://p0.meituan.net/movie/885fc379c614a2b4175587b95ac98eb95045650.jpg@464w_644h_1e_1c,.,阿飞正传
纪录片,"看过最好的自然记录片,没有没完没了的科教讲解，观众有自己发挥思考的巨大空间，特别享受观看的感觉。生存不易，且行且珍惜。",当鸟儿用羽翼去实现梦想，翱翔在我们永远无法凭借自身企及的天空，人类又该赋予他们怎样的赞叹呢？“鸟的迁徙是一个关于承诺的故事，一种对于回归的承诺。”雅克·贝汉以这样一句话带我们踏上了鸟与梦飞行之旅。,http://p1.meituan.net/movie/a1634f4e49c8517ae0a3e4adcac6b0dc43994.jpg@464w_644h_1e_1c,.,迁徙的鸟
"爱情,剧情","看名字以为是简单的爱情片 看海报以为是夫妻相伴一生 看过才知道原来更加深刻 爱情，友情，亲情 全都囊括在内 每一段情都让人动容 值得收藏于老年时同爱人一起看,非常好 很感人 我一个大男人都感动哭了",飘雪的坡道上，送牛奶的老头子金万皙（李顺载 饰）邂逅了收废品的老太太宋怡芬（尹秀晶 饰）。他们的前半生各自背负着艰辛的人生：万皙年轻时我行我素，直到妻子病逝才深觉愧疚；怡芬被心爱的男人抛弃在城市角落，孩子夭折后至老未嫁。两位老人在每天凌晨寂静的街道上相遇，孤独而苦难的生活令他们渐渐靠近。在万皙孙女妍儿（宋智孝 饰）的穿针引线下，如初恋般的悸动萌发在了彼此心中。万皙的朋友、停车场管理员张军峰（宋在河 饰）一直耐心的看护着患有老年痴呆症的老伴。直到有一天，军峰得知老伴已患绝症。目睹她一次次痛苦病发，心如刀绞的军峰做出了悲伤的决定……,http://p1.meituan.net/movie/ed50b58bf636d207c56989872a91f4cf305138.jpg@464w_644h_1e_1c,.,我爱你
"剧情,家庭","眼神的温暖比言语更让人感动。,看的太来气了！！而且电影里没有让我得到发泄的情景",为了方便找工作，妈领着7岁的相宇（俞承浩 饰）去乡下的外婆家，想把他暂时留在那里。外婆（金亦芬 饰）年事已高，不能说话也不识字。而一直生活在城市里的孙子相宇，刚开始无法适应连游戏机、电池都没得卖的乡下生活。他开始蛮横地流露出不满，抱怨这个抱怨那。为了买电池，偷走外婆的银头簪拿去卖；外婆得知孙子想吃炸鸡，却只理解到鸡肉，炖了只鸡给孙子吃，却被生气的相宇踢翻了。老人家默默包容着孙子的一切，渐渐的，相宇也体会到外婆的良苦用心，适应并喜欢上了乡下生活。,http://p1.meituan.net/movie/36a893c53a13f9bb934071b86ae3b5c492427.jpg@464w_644h_1e_1c,.,爱·回家
"冒险,西部","前部分细节设计精妙 主角与tuco几场对峙的上下风置换实在巧妙 后部分人物融入历史背景 个人需求与战争目标双线交汇 一下子提升了格局 结局三人斗枪情境渲染到位 这部电影就一个字 酷,性格迥异的三镖客，他们用自己独到的演技赋予影片最具气质的看点，行走在那个时代的近三个小时，丝毫没有拖沓和疲倦，单调的配乐更是为电影注入一丝神秘。荒漠、牛仔、左轮、绞刑等等鲜明年代的产物，仿身置于如此世界，象征和平的炸桥一段堪称经典，见证述说着这里无穷无尽的故事...",故事发生在美国南北战争时期。图科（埃里•瓦拉赫 饰）是一个图财害命的江洋大盗，因此他被镇上悬赏通缉。布兰迪（克林特•伊斯特伍德  饰）是一个除暴安良的牛仔，他无意中抓住了图科，但嫌赏金不够又掳走了他。在荒漠中，布兰迪惩罚图科让其自生自灭。但是诡诈的图科居然逃过了一劫，并纠集一些帮凶在客栈捉住了布兰迪。正当图科以牙还牙折磨布兰迪的时候，他劫持了一个名叫卡森的士兵。后者临死前留下了宝藏的秘密，图科和布兰迪分别获得了一半信息。与此同时，一个狡猾的杀手桑坦萨（李•范•克里夫 饰）也通过其他渠道发现了宝藏的秘密。于是，在寻宝的道路上，三个人使出浑身解数，上演了一场场对决的好戏……,http://p1.meituan.net/movie/9bff56ed3ea38bb1825daa1d354bc92352781.jpg@464w_644h_1e_1c,.,黄金三镖客
纪录片,"人类是大自然最纠结的发明。但凡在大自然的和谐静美中出现人类的身影，非凶即恶、非恶即丑，一定是地球上最丢脸的存在、最恶心的物种，优胜劣汰、适者生存这样的说法可用来解释自然，但被用作**自然的由头、自我炫耀的工具，一切就变成*了。如果人是不自大狂傲而只是充满好奇心和谦虚的态度，多好。,太赞了！84分钟的电影，每一帧都是享受！这部电影不仅有视觉上的冲击还有更为深层次的思考：与其问到底什么是海洋，也许我们更应该自问，我们到底是谁？","影片讲述了热爱动物又充满幻想的十岁男孩方小奇，由于父母常年在外工作，所以只能在爷爷工作的“极地海洋世界”里度过自己的童年。值得庆幸的是，“海洋世界”里千姿百态的各种海洋动物，让小奇的生活充满了欢乐和幸福。    一天晚上，远在北极的爸爸给小奇来的一封信又使他失望了,信中说我们的科考工作还没完成，因此不能回来给你过生日了。小奇非常难过，便拿着爸爸的信独自来到海豚池边偷偷哭泣。就在这个时候，奇迹发生了！那只平时就跟小奇很要好的小海豚琪琪，突然开口和他‘说话’了！它告诉小奇，它也很难过，天天思念自己的爸爸。两颗心，因为同一种情感被紧紧地联系在一起。    小奇从饲养员那里得知，琪琪是被人类从大海里救回来的。当年它爸爸为了保护它，在和鲨鱼拼搏中受了重伤，现在还不知是生还是死。琪琪的悲惨经历，让小奇决心帮助琪琪找到它的爸爸。    就在小奇和同学们努力准备的时候，琪琪却突然病了。望着不吃不喝的“好朋友”，小奇流下了眼泪。他知道，琪琪的病是因为它见不到爸爸而造成的！情急之下，小奇和维维、洋洋等好朋友把琪琪从“海洋世界”偷运出去，可就在他们的行动将要成功的时候，却被饲养员发现了。小奇不仅被平日里非常疼爱他的爷爷怒斥，还被禁止再来海豚池看琪琪！小奇又气又急，终于也发起了高烧。    小奇怎么也不知道，他和琪琪之间的友谊，他为“海洋朋友”所做的一切努力，同样也打动了一些人的心，他们正在为琪琪重归大海，重见爸爸而暗暗努力着。一段关于人与动物、亲情与友谊、爱与理解的美丽故事，正在那个如梦如幻的海洋世界里上演着……",http://p0.meituan.net/movie/0018b57299d0d4540330a31244c880a9112971.jpg@464w_644h_1e_1c,.,海洋
"爱情,家庭,剧情","十四年前的电影，一百三十七分钟的缓慢的叙述，好的电影，会让生命延长三倍 ，看着别人貌似不相干的生活，实质上是一样的人生。十四年前的我一定是看不懂这个电影的。关于人生，关于人性，导演什么都不说，张爱玲说，长的是苦难，短的是人生，这部片子里的每一个人，没有一个是快乐的。敏敏从山上回来之后，说其实那里也一样，没有什么复杂的。时隔二十多年之后nj再次和初恋情人相遇，他知道自己这么多年爱的人只有她，而且活成了年轻时恋人希望他未来成为的样子，但生活讽刺的让身边的人不再是她，nj说没有必要再活一次了，过去了就是过去了。也许年轻时候一个为爱冲动的决定会影响一辈子的时光，但是我们还是会去做了，因为爱没有迟疑,“婆婆，对不起，不是我不喜欢跟你讲话，只是我觉得我能跟你讲的你一定老早就知道了。不然，你就不会每次都叫我“听话”。就像他们都说你走了，你也没有告诉我你去了哪里，所以，我觉得，那一定是我们都知道的地方。婆婆，我不知道的事情太多了，所以，你知道我以后想做什么吗？我要去告诉别人他们不知道的事情，给别人看他们看不到的东西。我想，这样一定天天都很好玩。说不定，有一天，我会发现你到底去了哪里。到时候，我可不可以跟大家讲，找大家一起过来看你呢？婆婆，我好想你，尤其是我看到那个还没有名字的小表弟，就会想起，你常跟我说：你老了。我很想跟他说，我觉得，我也老了...... ”",NJ（吴念真 饰）是个很有原则的生意人，同妻子敏敏（金燕玲 饰）、女儿婷婷（李凯莉 饰）、儿子洋洋（张杨洋饰）以及外婆住在台北某所普通公寓里。小舅子的一场麻烦婚礼过后，因为外婆突然中风昏迷，他迎来更加混乱的日子。敏敏公司、家里两头跑，时常感觉自己要被耗空；婷婷一直为外婆的中风内疚，恋爱谈到中途发现自己不过是替代品；NJ更是麻烦重重，公司面临破产，他又不愿放下别人眼里一文不值的自尊。一家人里，似乎只有洋洋没有烦恼，他平静地用照相机拍着各种人的背面，帮他们长出另一双眼睛，然而，洋洋简简单单的一句话，道出更深的悲凉。,http://p1.meituan.net/movie/2c0a5fedf4b43d142121b91c6ccabe1b59051.jpg@464w_644h_1e_1c,.,一一
"犯罪,剧情,惊悚","《完美的世界》：虽然故事是个悲剧不完美，但是小男孩与大叔之间的心灵交流却是完美的，克林特伊斯特伍德执导的本片拍出了很高的质量，过程笑料十足却又贴切生活，结尾意料之中却又感动肺腑潸然泪下，对每一个表情和动作的细节描写都是堪称完美的，从某种程度上跟《这个杀手不太冷》很搭配，同时，影片的配乐也是很赞的，小偷或者杀手其实不太坏，每个人都有每个人的优缺点！我把10分都献给克林特伊斯特伍德还有大叔和小男孩！真的被深深地感动到了！,原生态家庭对于孩子的成长影响太大了，看着菲利普，布奇应该像看到了自己小时候一样，因此对他格外怜惜，他希望告诉菲利普他所认知的世界，让他能健康自由成长。虽然他想尽力为菲利普营造一个完美的世界，但最终他倒在了菲利普面前，用最后的生命诠释了这个世界的不完美！结局虽然悲伤，但也合乎情理，只是有一点是可以肯定的：这一路的奇妙旅行将彻底改变菲利普，让他成为勇敢、坚强，敢爱敢恨，自由追梦的人！很棒的电影，很羡慕自由式地教育，用实际行动来告诉孩子生活的真谛！",单亲孩子菲利普·佩里（T·J·劳瑟 饰）的母亲对他管教甚严，8岁的小菲利普甚至从未参加过一次鬼节讨糖果的游戏。附近州监狱的两名罪犯越狱成功，劫持了菲利普作为人质，向德州边界逃窜。途中，罪犯之一的布奇（凯文·科斯特纳 饰）干掉了鲁莽愚蠢的同伙，却对小菲利普照顾有佳。与此同时，德州警探瑞德（克林特·伊斯特伍德 饰）带着手下和州长特派的犯罪专家萨利（劳拉·邓恩 饰）一同火速追捕布奇。双方在德克萨斯州境内展开了一场公路赛大竞技；而小菲利普也经历了很多从未想过过的刺激与快乐，并与布奇产生了一种近似父子的不寻常感情……,http://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,.,完美的世界
"动作,冒险,剧情","在那个影响风格只能停留在黑白的年代，黑泽明拍出来如此震撼人心的电影。没有好莱坞式的震撼视觉冲击，却用独特的影像美学和演员们精湛的表演，呈现出史诗般的悲壮。,太完美了，收人那点特别棒，最后引人深思，唯一农民出身的道出了农民最狡猾的真相。最后胜利的果然是农民啊。",日本战国时代，一小山村面临着山贼的威胁，为了保护秋天的收成，村中长老决定让去请武士来保护村子安全，但只能拿出的报酬是一天三顿的白米饭。在城里，他们遭到了武士白眼甚至被打。直到勘兵卫（志村乔 饰）的出现，他现今已沦为浪人，几经考虑最后答应了。他对农民说至少需要七名武士，于是久藏（宫口精二 饰）、胜四郎（木村功 饰）、五郎（稻叶义男 饰）、七郎（加东大介 饰）、平八（千秋实 饰）和菊千代（三船敏郎 饰）等六人也加入了队伍，七个人肩负保卫村子的任务。整个防御准备的过程中，武士与农民间发生许多摩擦也闹出不少笑话。而在一次偷袭行动中，有武士为救农民被火枪打死，很快山贼的反扑随之而来，一场恶战即将开始。,http://p1.meituan.net/movie/73349facab53529ab9e079c6c8c7c059281729.jpg@464w_644h_1e_1c,.,七武士
剧情,"韩国说难听点不过弱国小民，但人家在自省的道路上一直走的很远。看完本片，突然想起了前段时间微博上热议的聂某某冤案，希望以后这样的悲剧不要在发生了，也希望多几个像电影里这样的良心律师。,看完最大感受：真实事件总是比完全虚构更直击人心！
以下可能有剧透 慎读！
很多人都说前面铺垫太长 我不这么认为
男主在成为宋律师之前的种种心酸 比如妻子生产 他结算那点工资赶到医院还要先去厕所拍拍自己身上的灰土
成为宋律师后回到之前的小餐馆和老板娘拥抱 可能我人泪点低 这些都让我觉得很感动
影片最好的地方在于情感 宋律师的每场审判都是声嘶力竭的 让人看着揪心 就怕赢不了 辩护力度不够 这些孩子还要会被这样对待 对 就是揪心
贯穿每场审判的小餐馆老板娘也是泪点所在 自己的孩子啊 要怎么办 最后的审判还换了民族服饰 很好的点
最动容的当然是最后对宋律师的审判 随着辩护人点名电影结束 眼泪不停",1978年，只有高中学历的宋佑硕（宋康昊 饰）通过多年的艰苦努力，终于通过司法考试，并在成为法官后很快转行成为一名律师。他敏锐地从最新政策中嗅到商机，以不动产代书业务起家。虽然被同行讥讽为随时随地派发名片的夜店小弟，但佑硕不以为忤，一步一步朝着心中的目标迈进。他依靠赚来的钱让妻儿过上富足的生活，也还了七年前在饭店大婶那里欠下的良心债。进入20世纪80年代，韩国民主化斗争愈演愈烈。佑硕全然不管窗外事，关起门来继续赚钱。然而社会的巨变已经不容他置身事外，饭店大婶的儿子朴镇宇因从属的釜山读书联合会被控为左翼社团而遭到逮捕，更受到残酷的虐待和不公的指控。虽然爱钱却更重感情的佑硕，就这样走上了为民主辩护的道路……,http://p0.meituan.net/movie/8fabf3894b7d12d3d2f6e66404813670265761.jpg@464w_644h_1e_1c,.,辩护人
"犯罪,剧情","电影节看的电影，不错！,环境真的很重要",巴西里约热内卢的贫民窟，这里是“上帝之城”，更是魔鬼也会叹息着转身的地方。阿炮（亚历山大·罗德里格斯 饰）带着我们到了这里，他见证了这里二十多年来被残暴、贪婪、复仇、野心、背叛、掠夺所裹挟的混乱生活以及最终导致的一场灾难性的黑帮争斗。虽然从小就要辗转于匪徒间求生存，但胆小怕事的性格与自我保护的本能却使他一直能平安度日。60年代初，阿毛、阿夹和阿呆是这里的“少年三侠”，在抢劫完旅馆之后，他们三人分道扬镳，阿夹重回上帝的怀抱，而阿呆和阿毛纷纷付出了生命的代价。70年，当年“少年三侠”手下的小弟小豆子（道格拉斯·席尔瓦 饰）靠着自己的心狠手辣，不停地吞并别人的地盘，成为了贫民区的“小霸王”，生意也从抢劫升级到了更为暴利的毒品买卖，和他一起飞黄腾达的还有班尼（Phellipe·哈根森 饰）。班尼认识了美丽的安迪丽卡（艾莉丝·布拉加 饰），准备归隐，在送别的晚会上，他意外被对头杀害，悲痛之下，“小霸王”集合人手给班尼报仇，帮派之间的厮杀就此开始。此时的阿炮，机缘巧合下成为了杂志社的见习摄影师，他的相机，照下的却是孩子们持枪核弹的狰狞，和帮派间无休无止的仇杀。,http://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,.,上帝之城
"剧情,家庭","　前段时间看《忠犬八公的故事》，看的有些感动，在查阅资料的时候得知了《阿八的故事》。本来是抱着为了完善对这个故事的了解的心态看的这部，看完之后却完全的沉默了。如果说忠犬八公看的我很感动，那阿八则完全看的我心如刀绞。如同大部分的新片儿一样，忠犬八公给我的是轻飘飘的感动。而阿八，是无比沉重的凝固的悲伤。 ,八公的故事感动我们每一个知道他故事的人，这只有名的忠犬用动物的行为感动我们每一个人。影片就像一颗巨大的催泪弹，开始看到的是教授与狗狗的温暖，随着故事的递进，八公的忠诚使我泪如泉涌，感动不已，养狗三日，忠于一生，莫过于此。阿八将一生奉献给了教授，这个如父亲般将他养大给予它温暖和快乐的人，它从来不要求回报，只想每天等教授和教授一起回家，直到它再也蹲不动了。。。故事最后，奄奄一息的阿八看到教授向他再次走来，摸着它的头，笑着说阿八我们回家。。等等，允许我再去哭一会儿。",1923年，日本秋田县大馆市天降大雪，近藤家纯种秋田犬产仔，赠与县土木科长间濑。后者将其中一犬转赠东京帝国大学教授上野秀次郎（仲代达矢 饰）驯养。上野的独生女千鹤子对此欢欣鼓舞，而上野夫妇却面露难色。后来，千鹤子（石野真子 饰）谈恋爱，竟怀了男友的孩子。男友专程登门造访。上野与之对谈，后者诚惶诚恐，坦言要对其女儿负责，事不宜迟，即日便举行婚礼，上野闻听此言，转怒为喜。千鹤子出嫁后，上野旋即把全部的心血与爱都投注在幼犬身上，并取名为阿八。每日上下班，阿八必在涩谷车站等候，一年四季，风雨无阻，令路人叹为观止，成为地方一道风景，主仆之情感动天地……,http://p1.meituan.net/movie/c835b3588d0061ed3b992388a0a96f15160913.jpg@464w_644h_1e_1c,.,忠犬八公物语
"动作,悬疑,犯罪","经过这么多年欧美影视剧中超级震撼画面的熏陶，觉得我是绝对可以挑战任何恐怖片的，怀着休闲的心理去看了恐怖直播，我以为我是去享受视觉轰炸的，可是恐怖血腥画面没有，却承受了一次演技的洗礼。,拍摄的地点是一个直播室 以一个电话贯穿始终 这部电影让我明白了什么叫做一个多余的镜头都没有 在这部电影当中 告诉我们为了个人的利益民众的利益其实算不了什么 到最后还是要有一个替罪羊  而这个所谓的恐怖分子不过是一个想要为自己的父亲赢得一声道歉而已却比登天还难 政府视民众草根生命如草芥 而民众却很可能奉献了一生 电影最后的一个镜头如意料中的一样 他引爆了那栋大楼嘲笑了那些愚蠢的自以为在为了民众实质上不过是为了个人而努力的人 ",韩国首尔某个平凡的早上，广播电台Daily Topic节目的主持人尹英华（河正宇 饰）正就税率改革与听众进行连线，这时一个自称住在首尔昌信洞的普通工人朴鲁圭打入电话，大肆抱怨超高的电费和相关部门对他的威胁。尹英华颇不耐烦，以偏离主题为由强行切断电话。谁知连线无法单方面由电台方面中断，愤怒的朴鲁圭继续抱怨，并扬言炸掉汉江大桥。尹英华不以为然，进而怂恿对方想做就做，谁知话音刚落，窗外的麻浦大桥便炸作废墟。大惊失色的尹英华很快冷静下来，他决定利用这次难得的机会打一次事业的翻身仗。在他的主持下，针对恐怖分子的连线直播就此展开，无关良知的节目拉开帷幕……,http://p0.meituan.net/movie/b5ff0216e689b3fcc065590c48cd5105255305.jpg@464w_644h_1e_1c,.,恐怖直播
纪录片,"看完很难受，想做点什么，却什么也做不了。只有在心里默默祈祷，那些身俱“虽千万人吾往矣”的保护者们永远不受迫害，祈祷他们成功！但愿有一天，人与海豚真正共同拥有这片海洋！这不是为了海豚，更是为了人类自己。因为部分人的一己私欲肆意残害的事情，够多了！,①.《海豚湾》单单从字眼上来理解的话脑海中肯定是带有梦幻般、唯美般的意境，但是事实却往往相反，片名带有讽刺和深刻的含义，将镜头直击日本“屠杀海豚”的现场，暴露了捕杀者的残忍、丑陋、毫无人性的虐杀海豚，突出了海豚性格的温顺和充满智慧，讽刺和揭露了以日本政府为头目的为利益而掠杀海豚、贩卖海豚肉等丑陋的现实。
②.通过镜头的纪实，将一系列屠杀海豚的残忍真相公众于世，血染成河是最残忍的证据，呼吁我们一定要珍惜人类的好朋友——海豚。海豚是温和亲人的、是助人为乐的、是智慧高超的、是声音的王者，我们应该呵护它，而不应该为了利益而屠杀海豚……",日本和歌山县太地，是一个景色优美的小渔村，然而这里却常年上演着惨无人道的一幕。每年，数以万计的海豚经过这片海域，他们的旅程却在太地戛然而止。渔民们将海豚驱赶到靠近岸边的一个地方，来自世界各地的海豚训练师挑选合适的对象，剩下的大批海豚则被渔民毫无理由地赶尽杀绝。这些屠杀，这些罪行，因为种种利益而被政府和相关组织所隐瞒。理查德•贝瑞年轻时曾是一名海豚训练师，他所参与拍摄电影《海豚的故事》备受欢迎。但是，一头海豚的死让理查德的心灵受到强烈的震撼。从此，他致力于拯救海豚的活动。不顾当地政府和村民百般阻挠，他和他的摄影团队想方设法潜入太地的海豚屠杀场，只为将罪行公之于众，拯救人类可爱的朋友……,http://p0.meituan.net/movie/7373dbba07b50ce6f24336edb96b2ea4271536.jpg@464w_644h_1e_1c,.,海豚湾
"动画,奇幻,冒险","孩子们常常会幻想着小人的存在，吉卜力用自己的风格带给了我们一部精美的动画电影。郊外小屋的新客人翔的出现给借东西的小人阿莉埃蒂一家带来了改变，随着阿莉埃蒂和翔的相处，他们之间产生了一种暗暗的情愫。
一切都小了十多倍的阿莉埃蒂的世界和翔所处的真实世界相比是十分有趣的。导演和编剧没让我们失望，微型世界里的东西样样精致而美丽，无论是家还是自然都那么美不胜收。没有跌宕起伏的剧情和大反派，一切都是那么恬静优雅。
淡淡的伤感、暗暗的感动都打造出了独特的日系唯美风格。我们不知道阿莉埃蒂的新家如何，也不知道翔的手术是否成功，影片的戛然而止给我们留下了更多的想象与牵挂，而他们之间那高于友情的感情却能让人为之动容。,你相信这世界上有精灵么？不要笑，虽然现在你长大了是大人了，但你肯定也是从 小长大的。每个人都有小时候，你小时候有这么想过么？反正我是这么想过。只是 我没有电影《借东西的小人阿莉埃蒂》中的翔那么幸运罢了——他能够遇到呆萌可 爱的小人阿莉埃蒂，并能够成为好朋友，虽然不知道他们的最后结局会怎样，但有 这么一段难忘的情谊也是挺美好的。而且很多动画片都不仅仅是给小孩子看的，大 人看了也都感触良多。我发现日本的动画片里有很多类似套路的片子，都是小孩子 邂逅鬼怪精灵一类的故事，小孩子都是纯洁善良要么病恹恹要么带那么点儿莽撞， 鬼怪精灵则都是可爱呆萌的形象看得人也想遇一个。虽然套路相似，故事却各具特色引人入胜",虽然患有心脏方面的疾病，但是少年翔（神木隆之介 配音）的父母依然对他疏于呵护。为了准备即将到来的手术，翔来到了位于偏远乡间的姨婆（竹下景子 配音）家静养。姨婆家位于一片幽静的丛林中，这是一幢有着上百年历史的欧式别墅。这里除了生活着姨婆和女佣阿春（树木希林 配音）外，还有一个奇特的三口之家，“借东西一族”——小人阿莉埃蒂（志田未来 配音）和她的爸爸（三浦友和 配音）妈妈（大竹忍 配音），他们生活在别墅的地板下，只有几公分高，过着不为人类察觉的生活。遇到所需的日常用品时，便会在夜深人静之时偷偷潜入厨房借出来。翔无疑中瞥见阿莉埃蒂的身影，他有心接近这些传说中的小人，却不知不觉打扰了他们的生活……,http://p0.meituan.net/movie/ce262f261f69fc3d679020402336a4af270365.jpg@464w_644h_1e_1c,.,借东西的小人阿莉埃蒂
